Word,both_hit,both_fa,both_h_fa,d_both,c_both,img,Bird2001,Bristol2006,Chiarello1999,Glasgow2018,Cortese,MRC,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Max_strength.perceptual,Max_strength.action,Max_strength.sensorimotor,Minkowski3.perceptual,Minkowski3.action,Minkowski3.sensorimotor,c.Bird,c.Bristol,c.Chiarello,c.Cortese,c.Glasgow,c.MRC,Frequency,Length.y,Body,Food,Object,Communication
FREAK,0.64,0.1,0.54,1.65,0.46,4.3,NA,4.35,NA,3.484,4.3,NA,3.714,0.429,1.381,1.524,1.048,4.095,0.737,0.842,2.737,1,0.684,4.095,2.737,4.095,5.031,2.836,5.315,NA,0.341193786,NA,-0.20076407,-1.374816641,NA,0.811798121,-0.8324747,-0.56427594,0.020430073,0.933759587,1.482113042
FREE,0.57,0.14,0.43,1.27,0.47,3,NA,NA,NA,3.343,3,3.97,1.438,0.062,0.562,1.938,0,2.25,2.222,2.278,2.833,2.611,2.167,2.25,2.833,2.833,2.794,4.189,4.568,NA,NA,NA,-1.50076407,-1.515816641,-0.827303941,1.616963686,-0.932065079,1.446970103,-0.449512524,-1.710385815,0.464101856
FREEZE,0.83,0.15,0.54,1.96,0.04,5.2,5.85,NA,NA,4.882,5.2,5.21,0.5,0.643,3.464,3,0.464,3.179,1.85,2.65,2.15,1.2,1.95,3.464,2.65,3.464,4.66,3.531,5.256,1.467889437,NA,NA,0.69923593,0.023183359,0.412696059,0.837726313,-0.545087925,1.957623396,0.441573821,-0.174072279,-0.678576082
FREIGHT,0.83,0.29,0.54,1.5,-0.21,4.7,NA,NA,NA,NA,4.7,4.65,1.5,0.188,2,0.5,0.188,3.812,0.762,1.524,1.762,0.238,0.333,3.812,1.762,3.812,4.06,2.118,4.244,NA,NA,NA,0.19923593,NA,-0.147303941,-0.181754078,-0.429066499,-0.479294728,-0.599698079,0.94517296,-0.630428884
FRESH,0.62,0.24,0.38,1.01,0.21,3.2,NA,3.35,NA,4.088,3.2,4.53,0.706,4.176,2.588,1.647,4,3.471,1.048,1.857,3.19,2.857,1,4.176,3.19,4.176,5.856,4.007,6.425,NA,-0.658806214,NA,-1.30076407,-0.770816641,-0.267303941,1.252022266,-0.331394925,0.234491645,4.799685368,-0.296919198,-0.345419053
FRET,0.66,0.15,0.51,1.44,0.32,2.6,NA,NA,NA,NA,2.6,NA,2.462,0.077,0.385,3.692,0.077,1.846,0.389,0.944,3.278,1.333,0.444,3.692,3.278,3.692,4.153,3.379,4.794,NA,NA,NA,-1.90076407,NA,NA,-0.462252149,-0.949788892,0.013760756,-0.209596857,-1.742485259,1.387909332
FRIEND,0.77,0.1,0.67,2.02,0.26,5.6,NA,NA,NA,6.387,5.6,5.87,3.053,0.421,2.105,1.842,0.789,3.737,0.944,1.556,2.222,1.889,1,3.737,2.222,3.737,4.591,2.857,4.934,NA,NA,NA,1.09923593,1.528183359,1.072696059,2.027276538,-0.454603842,-0.118156787,0.196131412,0.504600774,0.716462909
FRIGHT,0.66,0.24,0.42,1.12,0.14,3.3,NA,4.42,5.5,3.758,3.3,NA,2.158,0,0.789,3.474,0.316,2.789,1.1,1.2,3.15,2,1.15,3.474,3.15,3.474,4.202,3.526,4.905,NA,0.411193786,0.583565869,-1.20076407,-1.100816641,NA,-0.072277417,-0.726467313,0.587653444,-0.091876209,-0.67904819,1.509627563
FRINGE,0.77,0.32,0.45,1.21,-0.14,4.6,NA,5,NA,NA,4.6,NA,0.5,0,1.688,0.375,0,2.938,0.15,1.25,1.65,0.1,0.15,2.938,1.65,2.938,3.119,1.862,3.326,NA,0.991193786,NA,0.09923593,NA,NA,-0.088435271,-0.363341359,-0.998270396,-0.698970215,0.375942187,-1.383824467
FROG,0.81,0.09,0.73,2.25,0.23,6.7,NA,NA,6.89286,6.889,6.7,6.17,3.667,0.444,2,0.722,0.667,3.778,0.412,1.765,2.294,0.588,0.294,3.778,2.294,3.778,4.82,2.614,5.064,NA,NA,1.976425869,2.19923593,2.030183359,1.372696059,0.593546457,-0.857532803,-0.733507633,-0.159728612,1.533707878,0.885122319
FROM,0.42,0.12,0.3,0.98,0.69,2,NA,NA,NA,NA,2,2.39,1.909,0.273,0.409,0.727,0.409,2.273,1.095,1.333,2.286,1.19,0.762,2.273,2.286,2.286,2.68,2.609,3.332,NA,NA,NA,-2.50076407,NA,-2.407303941,2.486821261,-0.622630571,-0.757099835,-0.625221518,-1.234090737,-0.581809781
FRONT,0.72,0.15,0.57,1.62,0.22,4.4,NA,NA,NA,NA,4.4,4.27,0.278,0,1.167,0.222,0,3.611,0.85,0.95,2.3,1,0.95,3.611,2.3,3.611,3.652,2.493,4.004,NA,NA,NA,-0.10076407,NA,-0.527303941,1.80757271,-0.428931956,-0.642100609,-0.782105172,0.379492417,-0.790513268
FROST,0.69,0.12,0.57,1.68,0.35,5.8,NA,NA,NA,NA,5.8,5.95,0.15,0.55,3.7,1.3,0.35,3.6,1.55,2.55,2.25,1.05,0.6,3.7,2.55,3.7,4.637,3.21,5.102,NA,NA,NA,1.29923593,NA,1.152696059,0.364177527,-0.485607574,0.832556062,0.297375569,0.989666858,-0.93180472
FROTH,0.81,0.29,0.52,1.44,-0.17,3.1,NA,NA,NA,5.613,3.1,NA,0.688,2.125,1.688,0.562,0.688,4.188,0.143,0.905,1.571,2.619,0.095,4.188,2.619,4.188,4.459,2.827,4.809,NA,NA,NA,-1.40076407,0.754183359,NA,-1.360867395,-0.754481155,-1.008331943,1.754532594,0.666445822,-0.32500357
FROWN,0.73,0.17,0.56,1.56,0.18,5.8,NA,5.25,NA,5.788,5.8,5.89,0.211,0.263,0.526,2,0.211,4.579,0,0.053,1.316,4.316,0.053,4.579,4.316,4.579,4.706,4.356,5.717,NA,1.241193786,NA,1.29923593,0.929183359,1.092696059,0.082199054,-0.815332316,-0.818339435,1.120402715,-0.23735752,0.440007695
FROZE,0.7,0.1,0.6,1.8,0.37,5,NA,4.75,NA,NA,5,NA,0.533,1.067,3.933,1.8,0.267,4,1.25,1.4,1.7,0.9,1.2,4,1.7,4,5.093,2.294,5.243,NA,0.741193786,NA,0.49923593,NA,NA,0.203462764,-0.70376395,1.003885093,0.679962753,0.12653687,-1.204476832
FRUIT,0.71,0.1,0.6,1.81,0.36,6.3,NA,NA,NA,NA,6.3,5.87,0.474,4.632,3.105,0.737,3.105,4.421,0.7,2.95,3,3.65,1,4.632,3.65,4.632,6.267,4.682,7.039,NA,NA,NA,1.79923593,NA,1.072696059,0.879310244,-0.559796117,0.224460326,4.871378723,1.418917716,0.082078271
FRY,0.71,0.07,0.64,2.04,0.47,5.4,5.62,NA,NA,NA,5.4,NA,3.167,2.917,1.75,1.028,3.556,4,0.355,2.71,1.452,1.516,0.419,4,2.71,4,5.561,2.984,5.834,1.237889437,NA,NA,0.89923593,NA,NA,0.441990407,-1.05457918,-0.503924768,3.294602517,0.575514507,-0.212843094
FULL,0.55,0.1,0.44,1.39,0.58,3.4,NA,NA,NA,5.324,3.4,4.37,0.421,1.158,1.632,4.211,0.211,1.842,1.333,2.111,2.444,2.611,3.333,4.211,3.333,4.211,4.429,4.331,5.519,NA,NA,NA,-1.10076407,0.465183359,-0.427303941,1.50725676,-1.002965452,2.408094327,1.007411745,-2.686058611,-0.068393054
FUN,0.66,0.17,0.49,1.36,0.27,3.6,NA,NA,NA,5.303,3.6,5.15,2.706,1.294,2.059,4,0.882,3.471,2.1,2.7,3.4,2.2,2.6,4,3.4,4,5.158,4.586,6.159,NA,NA,NA,-0.90076407,0.444183359,0.352696059,1.509640958,-1.248315872,2.223658844,0.908554707,-0.445366604,1.708032255
FUND,0.58,0.1,0.48,1.47,0.55,3.4,NA,2.74,NA,3.706,3.4,NA,1.048,0.19,0.571,0.476,0.143,3.095,0.211,1.474,2.211,1.105,0.316,3.095,2.211,3.095,3.145,2.488,3.596,NA,-1.268806214,NA,-1.10076407,-1.152816641,NA,0.567464237,-0.855693727,-1.125312624,-0.530613296,0.118639391,-0.36984881
FUNK,0.78,0.19,0.59,1.65,0.06,2.6,NA,NA,NA,NA,2.6,NA,2.294,0.588,0.118,1.588,1.412,1.765,1.19,1.095,2.048,1,1,2.294,2.048,2.294,2.908,2.386,3.367,NA,NA,NA,-1.90076407,NA,NA,-0.375370106,-1.039848958,-0.350809841,0.260477214,-1.069118127,0.019430856
FUR,0.82,0.19,0.62,1.77,-0.02,6.4,NA,NA,NA,6.303,6.4,5.88,0.55,0,3.8,0.3,1.2,3.85,1.105,3,1.632,0.947,1.684,3.85,3,3.85,4.847,3.371,5.339,NA,NA,NA,1.89923593,1.444183359,1.082696059,0.482083861,-0.934404609,1.076977634,0.367773895,1.400982415,-1.101270937
FUSE,0.69,0.24,0.46,1.22,0.1,4.1,3.58,NA,5.10714,5.364,4.1,4.79,0.5,0,1.111,0.167,0.278,2.556,0.333,2.095,2.571,0.762,0.429,2.556,2.571,2.571,2.631,2.991,3.556,-0.802110563,NA,0.190705869,-0.40076407,0.505183359,-0.007303941,-0.036568818,-0.901216469,-0.689422428,-0.60024699,0.180368994,-0.618272453
FUSS,0.68,0.18,0.5,1.37,0.22,2.7,NA,2.32,NA,3.677,2.7,NA,3.158,0.105,0.158,1.053,0.053,2.263,0.412,0.882,3.059,2.471,0.471,3.158,3.059,3.158,3.537,3.545,4.462,NA,-1.688806214,NA,-1.80076407,-1.181816641,NA,0.415898668,-1.164017347,-1.028311175,-0.355555332,-0.089365388,1.863944423
FUZZ,0.83,0.19,0.64,1.84,-0.03,5.5,NA,NA,NA,NA,5.5,NA,0.5,0.389,3.389,0.167,0,3.778,0.952,2.19,2.095,0.857,1.286,3.778,2.19,3.778,4.531,2.857,4.882,NA,NA,NA,0.99923593,NA,NA,-0.308669986,-0.848194788,0.605559799,-0.140764074,1.253672275,-0.768615059
GAB,0.8,0.24,0.56,1.54,-0.06,3.2,NA,NA,NA,NA,3.2,NA,4.125,0,0,0.625,0,1.75,0.412,0.412,1.529,3.647,0.412,4.125,3.647,4.125,4.232,3.74,5.041,NA,NA,NA,-1.30076407,NA,NA,-1.141163767,-1.918038116,-0.998016122,0.091458638,-1.059427588,1.983066394
GAG,0.74,0.24,0.5,1.36,0.03,4.1,NA,NA,NA,5.333,4.1,NA,3,1.765,0.882,3.471,0.941,2.765,0.1,0.6,1.55,3.7,0.55,3.471,3.7,3.7,4.594,3.797,5.333,NA,NA,NA,-0.40076407,0.474183359,NA,-0.082459714,-1.628161935,-0.655408281,1.941216454,-0.921181845,1.478494068
GAIN,0.59,0.19,0.4,1.12,0.33,2.8,3.385,3.52,3.17857,3.677,2.8,3.07,0.55,0,1.1,0.65,0,2.35,1.5,2,2.15,1,1.35,2.35,2.15,2.35,2.452,2.915,3.406,-0.997110563,-0.488806214,-1.737864131,-1.70076407,-1.181816641,-1.727303941,0.775808905,-0.967097421,0.452101998,-0.79125054,-1.126946015,-1.116380061
GAIT,0.71,0.24,0.47,1.27,0.08,2.6,NA,NA,NA,NA,2.6,3.77,1.467,0,0.333,1.2,0,3.533,3,1.231,1.385,0.308,1.462,3.533,3,3.533,3.66,3.261,4.374,NA,NA,NA,-1.90076407,NA,-1.027303941,-1.685216094,-1.269890068,1.139895503,-1.063957096,-0.226418501,-0.234522597
GALE,0.73,0.22,0.5,1.37,0.08,2.8,NA,4.57,NA,5,2.8,NA,2.429,0.286,2.429,1.357,1.357,2.143,1.5,1.857,2.357,0.643,1.857,2.429,2.357,2.429,3.517,3.092,4.18,NA,0.561193786,NA,-1.70076407,0.141183359,NA,-0.624812248,-1.433140323,0.852553745,0.115554462,-0.373177247,0.042335404
GALL,0.77,0.23,0.54,1.47,-0.01,2.3,NA,NA,NA,NA,2.3,NA,1.467,0.133,0.2,1.467,0,1.6,0.389,0.389,2.278,1.667,0.833,1.6,2.278,2.278,2.184,2.579,3.021,NA,NA,NA,-2.20076407,NA,NA,-0.870423159,-1.483273812,-0.819895571,-0.435463813,-1.406935636,0.228391008
GAME,0.71,0.1,0.61,1.81,0.35,4.9,NA,NA,NA,5.394,4.9,5.21,2.188,0.062,1.812,1.625,0.125,3.688,1.889,3.611,3.611,2.5,1.5,3.688,3.611,3.688,4.138,4.931,5.757,NA,NA,NA,0.39923593,0.535183359,0.412696059,1.523794023,-1.190422538,1.339379229,-0.390920977,0.703726199,1.617491808
GANG,0.83,0.12,0.71,2.13,0.12,5.5,NA,NA,NA,NA,5.5,5.35,2.15,0,0.2,0.55,0,3.9,0.9,1.2,2.3,1.45,0.95,3.9,2.3,3.9,4.11,2.646,4.447,NA,NA,NA,0.99923593,NA,0.552696059,0.669262315,-1.027806748,-0.552480683,-0.851159041,0.473920101,0.708104454
GAP,0.82,0.33,0.49,1.35,-0.25,4.9,NA,NA,NA,NA,4.9,NA,0.588,0.059,1.176,0.471,0.059,4.235,1.1,1.65,2.2,1.05,0.15,4.235,2.2,4.235,4.271,2.603,4.572,NA,NA,NA,0.39923593,NA,NA,0.215648005,-1.297206972,-0.463038108,-0.589410083,0.968317378,-0.232063744
GARB,0.72,0.31,0.4,1.06,-0.05,3,NA,NA,NA,NA,3,NA,0.824,0.294,3.118,0.412,0.118,4.118,1.312,1.625,1.625,0,2.375,4.118,2.375,4.118,4.654,2.894,5,NA,NA,NA,-1.50076407,NA,NA,-1.447404641,-0.890082736,1.35397441,-0.336924769,0.905517441,-0.863920676
GAS,0.76,0.09,0.68,2.07,0.32,5.7,3.8,NA,NA,NA,5.7,5.32,1.19,0.19,0.524,1.286,3.619,1.429,0.368,1.105,1.368,0.368,1.316,3.619,1.368,3.619,3.786,1.846,3.927,-0.582110563,NA,NA,1.19923593,NA,0.522696059,1.082317735,-1.153164336,-0.733070372,1.356746286,-0.961997432,-1.266939325
GASH,0.78,0.34,0.44,1.17,-0.18,4.2,NA,NA,NA,5.286,4.2,NA,0.056,0,1.778,1.778,0.056,3.833,1.471,2.824,3.294,1.235,1.176,3.833,3.294,3.833,4.073,4.02,5.098,NA,NA,NA,-0.30076407,0.427183359,NA,-0.955055044,-1.282007431,1.249675087,-0.393863765,0.590064157,0.326372864
GASP,0.76,0.39,0.37,0.99,-0.21,4.1,4.65,4.86,4.53571,5.114,4.1,4.91,4.05,0,0.5,1.7,0,2.95,0.048,0.143,1.952,3.81,1.048,4.05,3.81,4.05,4.597,3.998,5.44,0.267889437,0.851193786,-0.380724131,-0.40076407,0.255183359,0.112696059,-0.533209896,-1.298941368,-0.725805904,0.202350225,-0.04775554,2.557977321
GATE,0.68,0.25,0.44,1.16,0.1,6.1,NA,6.32,NA,6.543,6.1,5.45,1.722,0.111,3.111,0.167,0.222,4.5,1.333,2.524,2.524,0.095,0.762,4.5,2.524,4.5,5.018,3.27,5.444,NA,2.311193786,NA,1.59923593,1.684183359,0.652696059,0.910084464,-1.163790745,0.363443025,-0.695508621,1.969793146,-0.037732128
GAUNT,0.88,0.4,0.48,1.44,-0.46,2.6,NA,3.23,NA,4.6,2.6,NA,0.536,0,1.357,0.607,0.214,3.857,0.947,0.895,1.526,1.053,1.158,3.857,1.526,3.857,3.921,1.987,4.084,NA,-0.778806214,NA,-1.90076407,-0.258816641,NA,-1.386507215,-0.803460187,0.206942165,-0.307436931,-0.321728163,-0.946748848
GAUZE,0.93,0.26,0.67,2.14,-0.42,5.2,NA,NA,NA,NA,5.2,NA,0.579,0,3.474,0.211,0.316,3.474,1.062,3,2.125,0.562,0.812,3.474,3,3.474,4.381,3.377,4.967,NA,NA,NA,0.69923593,NA,NA,-0.49277565,-0.778907979,0.692651691,-0.267718941,1.353226842,-0.818735686
GAVE,0.5,0.08,0.41,1.37,0.69,2.3,3.32,NA,NA,NA,2.3,NA,1.533,0.133,1.6,1.4,0.133,3.2,0.722,2.667,1.167,1.389,0.5,3.2,2.667,3.2,3.509,2.874,4.061,-1.062110563,NA,NA,-2.20076407,NA,NA,1.592582525,-1.149977574,-0.158518317,-0.386707371,-0.551019676,-1.010168642
GAY,0.92,0.07,0.84,2.84,0.04,3.6,NA,NA,NA,5.088,3.6,NA,1.45,0.05,0.45,1,0.15,2,0.632,0.842,2.158,1.263,1,2,2.158,2.158,2.299,2.405,2.965,NA,NA,NA,-0.90076407,0.229183359,NA,0.959863474,-1.266868864,-0.646095574,-0.677460513,-1.657771127,-0.556316572
GAZE,0.78,0.36,0.42,1.12,-0.21,4,NA,3.96,NA,4.853,4,NA,0.263,0.263,0.263,0.474,0.263,4.421,0.158,0.211,3.789,0.158,0.211,4.421,3.789,4.421,4.424,3.79,5.205,NA,-0.048806214,NA,-0.50076407,-0.005816641,NA,0.073968178,-1.095519224,-1.113263826,-0.503602823,1.25732111,0.711128542
GEAR,0.68,0.14,0.54,1.55,0.3,4.8,NA,4.69,NA,5.031,4.8,NA,0.944,0,2.333,0.056,0.278,3.833,1.25,2.55,1.8,0.15,0.8,3.833,2.55,3.833,4.119,2.919,4.559,NA,0.681193786,NA,0.29923593,0.172183359,NA,0.584769022,-1.018788685,0.172148304,-0.736575428,1.167176618,-0.944036118
GEM,0.77,0.14,0.64,1.85,0.18,6.3,NA,NA,6.53571,6.364,6.3,5.72,0.533,0.467,2.533,0.6,0.467,3.8,0.105,2,2.579,0.158,0.263,3.8,2.579,3.8,4.154,2.931,4.593,NA,NA,1.619275869,1.79923593,1.505183359,0.922696059,-0.046827001,-0.905637377,-0.497969165,-0.045326896,1.274438553,-0.656055435
GENE,0.58,0.14,0.44,1.29,0.45,3.8,NA,4.37,NA,NA,3.8,NA,0.625,0.188,0.25,1.125,0.125,1.375,0.211,0.211,1.105,0.474,0.421,1.375,1.105,1.375,1.625,1.157,1.801,NA,0.361193786,NA,-0.70076407,NA,NA,0.32008217,-0.727057841,-1.513317465,-0.662133146,-1.638395376,-1.747667899
GET,0.4,0.02,0.38,1.86,1.2,1.7,NA,NA,3.46429,NA,1.7,2.64,1.471,0.647,1.529,1,0.588,2.471,1,2.952,1.571,0.952,0.667,2.471,2.952,2.952,2.857,3.167,3.805,NA,NA,-1.452144131,-2.80076407,NA,-2.157303941,2.606951279,-1.139815026,-0.205779386,-0.128946486,-0.857387111,-1.338971632
GHOST,0.84,0.2,0.64,1.84,-0.08,6.6,NA,6.22,NA,5.273,6.6,5.52,2.158,0,0.158,1.789,0,2.947,0.55,0.6,2.95,0.6,0.5,2.947,2.95,2.95,3.459,2.977,4.077,NA,2.211193786,NA,2.09923593,0.414183359,0.722696059,0.978367931,-0.702662444,-0.876176485,-0.928035755,-0.064388406,0.75271281
GHOUL,0.83,0.1,0.73,2.21,0.16,5,NA,NA,NA,4.516,5,NA,1.944,0,0.222,0.556,0.222,2.556,0.4,0.65,2.6,0.75,0.45,2.556,2.6,2.6,2.894,2.641,3.494,NA,NA,NA,0.49923593,-0.342816641,NA,-1.142589334,-1.054657587,-1.053631182,-0.776838995,0.0071658,0.43326785
GIFT,0.61,0.08,0.52,1.65,0.56,6.1,NA,5.47,6.67857,5.581,6.1,5.53,0.667,0.333,3.333,0.389,0.389,4.5,0.412,2.588,1.706,0.882,0.412,4.5,2.588,4.5,5.048,2.849,5.334,NA,1.461193786,1.762135869,1.59923593,0.722183359,0.732696059,1.324503721,-0.686487104,-0.172873942,0.068449685,1.789914381,-0.913923027
GIG,0.77,0.13,0.64,1.86,0.18,3.6,NA,NA,NA,NA,3.6,4.37,2.5,0.222,0.333,0.389,0.222,3.167,1.45,2.3,2.55,1.75,1.25,3.167,2.55,3.167,3.622,3.394,4.424,NA,NA,NA,-0.90076407,NA,-0.427303941,-0.061049415,-1.223714709,0.114596954,-0.645985338,0.183333512,0.89402209
GILL,0.86,0.23,0.64,1.86,-0.17,5,NA,NA,NA,NA,5,NA,0.188,0,1.5,0.188,0.125,3.812,0.267,0.933,1.733,0.333,0.2,3.812,1.733,3.812,3.889,1.826,4.018,NA,NA,NA,0.49923593,NA,NA,-0.273558317,-1.222633775,-0.977536106,-0.531803692,0.85637618,-0.995978284
GIN,0.82,0.2,0.62,1.75,-0.03,5.1,NA,NA,NA,5.914,5.1,5.55,0.412,4.294,0.824,2.588,2.647,2.471,0.368,2,2.316,4.368,0.579,4.294,4.368,4.368,5.076,4.703,6.169,NA,NA,NA,0.59923593,1.055183359,0.752696059,-0.163781534,-1.289320646,-0.318429467,4.651517873,-1.084505843,0.398958187
GIRL,0.65,0.09,0.56,1.71,0.47,6.3,NA,NA,NA,6.531,6.3,6.34,3.5,0.444,2.333,0.944,1.722,4.5,1.3,1.85,2.75,2.15,1.75,4.5,2.75,4.5,5.345,3.547,5.822,NA,NA,NA,1.79923593,1.672183359,1.542696059,1.975557064,-0.756446135,0.380525665,0.633282265,1.286682745,1.363565635
GIRTH,0.83,0.12,0.71,2.13,0.11,2.9,NA,NA,NA,NA,2.9,NA,0.211,0,1.684,1.053,0,4.105,0.947,2.368,2.211,0.579,1.579,4.105,2.368,4.105,4.22,3.075,4.706,NA,NA,NA,-1.60076407,NA,NA,-0.973624795,-0.663223075,0.913414733,-0.515953737,0.689018089,-0.515162394
GIST,0.83,0.14,0.69,2.05,0.07,2.1,NA,NA,NA,2.057,2.1,2.62,2.8,0.2,0.2,1.267,0.2,1.067,0.111,0.389,2.056,1.722,0.167,2.8,2.056,2.8,2.933,2.402,3.394,NA,NA,NA,-2.40076407,-2.801816641,-2.177303941,-0.981267613,-1.211219804,-1.422097213,-0.256985938,-1.131226781,0.695656044
GIVE,0.47,0.07,0.41,1.42,0.77,2.8,4.28,NA,NA,3.645,2.8,3.83,1.889,0,1.222,1.333,0,3.556,0.81,3.333,2.381,2,0.714,3.556,3.333,3.556,3.823,3.902,4.867,-0.102110563,NA,NA,-1.70076407,-1.213816641,-0.967303941,2.358408256,-0.770650233,0.172848661,-0.512572423,-0.115495124,0.158331158
GLAD,0.68,0.24,0.45,1.19,0.12,3,NA,3.47,NA,3.75,3,4.45,2.056,0.278,0.5,3.444,0.278,2.389,0.2,0.35,3.05,1.6,0.35,3.444,3.05,3.444,3.986,3.193,4.577,NA,-0.538806214,NA,-1.50076407,-1.108816641,-0.347303941,1.594238045,-0.850123016,-0.664003639,-0.024744704,-1.61772746,0.855457404
GLANCE,0.69,0.12,0.57,1.67,0.34,4.2,NA,3.73,5.60714,4.29,4.2,NA,0,0,0.235,0.353,0,4.412,0.053,0.053,4.211,0.053,0.053,4.412,4.211,4.412,4.413,4.211,5.435,NA,-0.278806214,0.690705869,-0.30076407,-0.568816641,NA,0.177101152,-0.411761152,-1.234624135,-0.82162673,1.406426729,0.787565074
GLAND,0.79,0.23,0.55,1.52,-0.03,3.9,NA,NA,4.5,NA,3.9,NA,0.333,0.056,1.667,2.167,0.333,1.5,0.1,0.8,1.8,1.95,1.3,2.167,1.95,2.167,2.633,2.518,3.246,NA,NA,-0.416434131,-0.60076407,NA,NA,-0.577194726,-0.741455911,-0.123053198,0.22631686,-1.4418659,-0.759924769
GLARE,0.9,0.26,0.64,1.93,-0.31,3.7,NA,NA,NA,NA,3.7,5.36,0.263,0,0,0.316,0,4.368,0.35,0.35,4,0.35,0.3,4.368,4,4.368,4.369,4.003,5.284,NA,NA,NA,-0.80076407,NA,0.562696059,-0.47910951,-0.821665038,-0.921050964,-0.833251297,1.275910756,0.959561342
GLASS,0.7,0.24,0.46,1.22,0.08,6.5,6.05,NA,NA,6.286,6.5,5.85,1.211,0.211,3.368,0.105,0.184,4.211,0.15,2.85,2.05,0.7,0.2,4.211,2.85,4.211,4.858,3.179,5.275,1.667889437,NA,NA,1.99923593,1.427183359,1.052696059,1.515061867,-0.561399142,-0.405619175,-0.209055351,1.999464824,-0.592035315
GLAZE,0.78,0.46,0.32,0.86,-0.34,4.3,NA,NA,5.10714,NA,4.3,NA,0.118,3.118,2.529,0.176,2,3.588,0.182,2.364,2.591,1.045,0.409,3.588,2.591,3.588,4.652,3.169,5.098,NA,NA,0.190705869,-0.20076407,NA,NA,-0.25331319,-0.606727722,-0.530871922,2.632614759,1.117832134,-1.068707181
GLEAM,0.61,0.33,0.28,0.72,0.08,3.4,NA,NA,NA,NA,3.4,5.11,0.714,0.357,0.5,0.357,0.357,4.857,0.263,0.579,2.684,0.789,0.263,4.857,2.684,4.857,4.866,2.717,5.133,NA,NA,NA,-1.10076407,NA,0.312696059,-0.963637504,-0.748822111,-0.92179435,-0.196363164,1.369411125,0.434030713
GLEE,0.71,0.14,0.57,1.65,0.27,2.8,4.28,NA,NA,4.529,2.8,NA,3.056,0.333,0.778,2.944,0.389,2.778,0.722,1,2.778,2.056,1.333,3.056,2.778,3.056,4.237,3.235,4.79,-0.102110563,NA,NA,-1.70076407,-0.329816641,NA,-0.757737686,-1.164859837,0.268582711,0.09717023,-0.582952944,1.726719571
GLIDE,0.66,0.29,0.37,0.96,0.07,3.7,4.87,NA,5.39286,NA,3.7,NA,0.625,0,1.75,1.438,0,3.312,2.65,2,1.1,0.5,1.55,3.312,2.65,3.312,3.555,3.168,4.249,0.487889437,NA,0.476425869,-0.80076407,NA,NA,-0.1470147,-0.620392689,1.569415638,-0.711059599,-0.755260424,-1.493222829
GLIMPSE,0.76,0.08,0.68,2.09,0.33,3.6,NA,NA,NA,3.618,3.6,4.22,0.368,0.105,0.211,0.737,0.211,4.474,0.211,0.368,4.316,0.368,0.263,4.474,4.316,4.474,4.481,4.318,5.545,NA,NA,NA,-0.90076407,-1.240816641,-0.577303941,0.161908322,0.062049245,-0.904519665,-0.590133826,1.347736826,1.027978054
GLOAT,0.76,0.28,0.49,1.31,-0.06,2.8,NA,NA,3.96429,3.1,2.8,NA,3.353,0,0,1.471,0,2.412,0.2,0.45,2.35,3,0.5,3.353,3,3.353,3.801,3.426,4.565,NA,NA,-0.952144131,-1.70076407,-1.758816641,NA,-0.601515763,-1.081323628,-0.871043965,-0.153494302,-1.115318146,1.65933155
GLOBE,0.67,0.15,0.52,1.47,0.29,6.4,NA,NA,NA,6.452,6.4,5.83,0.389,0,1.778,0,0.111,4.167,0.368,1.579,2.158,0.368,0.526,4.167,2.158,4.167,4.273,2.423,4.518,NA,NA,NA,1.89923593,1.593183359,1.032696059,0.416765509,-0.527471301,-0.576748184,-0.601563116,1.359881805,-0.75885004
GLOOM,0.93,0.43,0.5,1.64,-0.65,3.2,NA,4.16,4.89286,3.788,3.2,4.29,1.471,0,0.118,3.294,0,2.941,0.091,0.091,2.455,0.909,0.455,3.294,2.455,3.294,4.008,2.501,4.309,NA,0.151193786,-0.023574131,-1.30076407,-1.070816641,-0.507303941,-0.491260213,-0.815441056,-0.629040298,-0.3820131,-0.727929754,0.662950931
GLOSS,0.78,0.21,0.57,1.58,0.02,5.2,NA,NA,4.67857,NA,5.2,NA,0.533,0.467,2.467,0.467,0.4,4.333,0,0.692,1.692,0.692,0,4.333,1.692,4.333,4.592,1.766,4.677,NA,NA,-0.237864131,0.69923593,NA,NA,-0.196813201,-0.554698119,-1.037132554,0.175215043,1.291207865,-0.844101626
GLOVE,0.78,0.24,0.54,1.47,-0.02,6.2,NA,NA,NA,6.677,6.2,5.96,0,0,4.333,0.611,0.389,3.389,0.095,4.19,0.476,0.19,0.19,4.333,4.19,4.333,4.94,4.193,5.792,NA,NA,NA,1.69923593,1.818183359,1.162696059,0.774747793,-0.52010063,0.418049177,0.232400769,1.789917075,-2.11927029
GLOW,0.72,0.2,0.52,1.42,0.12,4.7,NA,4.73,5.96429,5.486,4.7,NA,0.211,0,0.211,0.789,0,4.263,0,0.143,2.81,0,0,4.263,2.81,4.263,4.273,2.81,4.644,NA,0.721193786,1.047855869,0.19923593,0.627183359,NA,0.406847295,-0.89780311,-1.390106527,-0.794627148,0.985483416,-0.029898428
